Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,level_0,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb,CLdbQ
0,84483.0,84483.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,350.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,1.647,1.137,0.626,2.181,1.786,0.998,0.0,0.805133504856,0.191154472898,0.540174937186,-0.107265744921,-0.10920212476,-0.0560478897554,-0.320037580643,0.163719578873,0.582216211577,0.086578225493,0.721913411963,-0.0515906028303,0.493490658562,-0.218713021298,-0.507991930559,0.0796929708622,0.664502236873,84483.0,84483.0,0.198639608876,0.0841589450289,0.976452547622,0.772603221753,0.442707981455,0.455075713363,0.160013457352,0.918137316365,0.362518360588,2.97402248738e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.195,0.162,0.121,0.0,0.0,0.0,0.195,0.162,0.121,0.225,0.204,0.152,0.0,0.0,0.0,0.225,0.204,0.152,84483.0,0.01,0.001,0.0,1.37337407571e-11,1.63402274525e-11,5.06196608318e-11,2.95034870756e-33,0.0,0.23063,0.0,1.01644268109e-31,0.0,5.62812169835,0.0,3.63532898283,0.0,0.575596398352,2.726e-23,0.0,0.034286292987,2.216e-26,0.0,2.216e-26,4.65066255091e-07,1.97037668461e-07,2.28612577403e-06,1.870429201e-06,1.0717712698e-06,1.10171285723e-06,5.18314212879e-07,2.97402248738e-06,1.1742663513e-06,0.573521258962,0.529533115091
1,41739.0,41739.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,350.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,0.487,1.694,1.346,0.789,2.25,1.949,0.0,0.783861905244,0.357387889565,0.485729049225,0.144448799327,0.0321907597198,0.0765035857012,-0.462652741108,0.363864777188,0.395221036268,0.127758045283,0.689333214635,0.0761207735126,0.399832194636,-0.300583531148,-0.507339614407,0.127118763654,0.68588389714,41739.0,41739.0,0.0827638908273,0.199955089208,0.976303283143,0.239314690176,0.804944677309,0.54294801366,0.833976826737,0.391801796088,0.388553735085,2.63235837596e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.106,0.198,0.177,0.0,0.0,0.0,0.106,0.198,0.177,0.135,0.228,0.213,0.0,0.0,0.0,0.135,0.228,0.213,41739.0,0.01,0.001,0.0,4.63746215533e-12,9.8957157557e-12,5.07475026677e-11,6.65877497474e-33,0.0,0.18369,0.0,3.3770427691e-31,0.0,5.38546467643,0.0,0.458600764273,0.0,1.40626469269,1.389e-23,0.0,0.034286292987,1.111e-26,0.0,1.111e-26,1.63744824527e-07,3.95602607228e-07,1.93157436396e-06,7.82615311255e-07,2.63235837596e-06,1.77556767783e-06,1.23048952574e-06,5.78083216218e-07,5.73290870778e-07,0.563110564761,0.534260101095
2,66736.0,66736.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,350.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.534,1.021,1.578,0.789,1.438,1.856,0.0,0.840576415076,0.0597447813272,0.519283561548,0.122218334288,0.0725886560886,0.0510282867609,-0.408255858225,0.0863004757229,0.472475533318,0.346813850496,0.692648915097,0.0405947252965,0.350009466832,-0.0553748779178,-0.70215942991,0.275902129654,0.551025602075,66736.0,66736.0,0.048449557393,0.210526079411,0.976386916277,0.163840067581,0.842659430612,0.512914726105,0.876329762784,0.0620963973123,0.477692562533,2.88517752791e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.111,0.154,0.191,0.0,0.0,0.0,0.111,0.154,0.191,0.135,0.183,0.208,0.0,0.0,0.0,0.135,0.183,0.208,66736.0,0.01,0.001,0.0,3.01747060167e-12,9.23787772986e-12,5.06326488105e-11,9.31174614591e-33,0.0,0.21159,0.0,2.04586326168e-31,0.0,5.43545922666,0.0,0.337818141306,0.0,4.65304811711,6.78e-24,0.0,0.034286292987,5.479e-27,0.0,5.479e-27,8.01258376348e-08,3.4816785466e-07,1.61474786834e-06,5.60971210885e-07,2.88517752791e-06,1.75616623719e-06,1.1508936708e-06,8.15518925425e-08,6.27358980781e-07,0.547165944298,0.498840842014
3,46366.0,46366.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,350.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.557,1.253,1.902,0.858,1.601,2.506,0.0,0.837426864146,0.190518917454,0.491215312666,0.0454685034088,0.138054051365,0.0155172183576,-0.47467694061,0.216529574825,0.531280580735,0.0865385317941,0.661670604048,0.0169858583165,0.269942115667,-0.216770327282,-0.588452692801,0.0947290426739,0.724294965347,46366.0,46366.0,0.0586844446589,0.221440560087,0.973406500032,0.72577985267,0.67296130151,0.142711920065,0.141035016056,0.757165762149,0.637815908296,2.53445406244e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.114,0.17,0.21,0.0,0.0,0.0,0.114,0.17,0.21,0.141,0.193,0.241,0.0,0.0,0.0,0.141,0.193,0.241,46366.0,0.01,0.001,0.0,1.0689776514e-12,8.98110910161e-12,4.94371465434e-11,3.80161086737e-33,0.0,0.26226,0.0,2.18748367875e-31,0.0,5.42408019072,0.0,0.493459570893,0.0,3.34572579815,1.252e-23,0.0,0.034286292987,9.702e-27,0.0,9.702e-27,1.13144985237e-07,4.26942591815e-07,1.87675055487e-06,9.45440601144e-07,8.76636262505e-07,1.8590436618e-07,4.72085225266e-07,2.53445406244e-06,2.13495538319e-06,0.622310830377,0.574928072337
4,88907.0,88907.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,350.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.418,1.09,1.508,0.719,1.74,2.134,0.0,0.838722041387,0.0549200562537,0.522611696243,-0.0269670579216,-0.140281564897,0.00971132077896,-0.291256609672,0.0743526655335,0.64931172521,0.208985885093,0.666532926445,0.00974818391143,0.459919110034,-0.0508528220437,-0.542347450896,0.209779173106,0.669063013971,88907.0,88907.0,0.0605649656146,0.228868408019,0.971571477942,0.986105331156,0.144243771954,0.0824015176961,0.154226566314,0.966632090464,0.204539893244,6.57163781793e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.098,0.159,0.187,0.0,0.0,0.0,0.098,0.159,0.187,0.129,0.201,0.223,0.0,0.0,0.0,0.129,0.201,0.223,88907.0,0.01,0.001,0.0,1.51668512099e-10,1.51922248817e-10,1.59544395055e-10,1.36787598865e-31,0.0,0.20081,0.0,1.75894898788e-29,0.0,2.41133279744,0.0,5.33261636675,0.0,3.30029667826,1.293e-21,0.0,0.034286292987,9.478e-25,0.0,9.478e-25,3.72259754952e-07,1.40672906557e-06,5.97171907269e-06,6.14985699998e-06,8.99577907786e-07,5.13897992842e-07,1.04850764393e-06,6.57163781793e-06,1.39056225319e-06,0.523546447816,0.482957387374
5,2113.0,2113.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,350.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.418,1.856,2.413,0.812,2.529,2.97,0.0,0.839869467139,0.18786456785,0.488742142314,0.13499083395,-0.0472734110151,0.0827502686928,-0.39156623606,0.246369538332,0.49715959255,0.48431402886,0.545346300415,0.0759039169632,0.358728517636,-0.187168364868,-0.618821796467,0.444244259402,0.500227019884,2113.0,2113.0,0.0616791624879,0.264970239594,0.962281898949,0.749268103087,0.636797564901,0.18189604458,0.538260494286,0.76276508049,0.35842024535,3.25298421898e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.098,0.208,0.237,0.0,0.0,0.0,0.098,0.208,0.237,0.137,0.242,0.262,0.0,0.0,0.0,0.137,0.242,0.262,2113.0,0.01,0.001,0.0,4.20274885911e-11,4.29131281746e-11,6.4643862882e-11,1.38338645952e-32,0.0,0.34291,0.0,1.93468439833e-30,0.0,2.16299905804,0.0,2.65401535468,0.0,0.579320108747,1.183e-22,0.0,0.034286292987,9.009e-26,0.0,9.009e-26,2.08505784461e-07,8.95729212863e-07,3.25298421898e-06,2.61979401175e-06,2.22654406394e-06,6.35994200726e-07,2.17210364449e-06,3.07807247385e-06,1.446373883e-06,0.727947724013,0.689590099079
6,90249.0,90249.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,350.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.394,1.601,3.016,0.603,2.134,3.526,0.0,0.809801272789,0.0010264408759,0.566562298905,-0.00104287300204,-0.152403802065,0.0444722634634,-0.372531463676,0.0323364048142,0.67456877155,0.35557167958,0.526044329318,0.0530475416763,0.447940155897,0.0362609891638,-0.470746829959,0.424134101179,0.627477809984,90249.0,90249.0,0.0672280087325,0.296480935203,0.952669643635,0.0936064788905,0.820919228022,0.563320022876,0.419099349537,0.41604196918,0.807009798638,2.20728237018e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.096,0.193,0.265,0.0,0.0,0.0,0.096,0.193,0.265,0.118,0.223,0.286,0.0,0.0,0.0,0.118,0.223,0.286,90249.0,0.01,0.001,0.0,9.65464617304e-13,8.78037968527e-12,4.86781103483e-11,4.04494767387e-34,0.0,0.43941,0.0,8.74815271637e-32,0.0,5.91896019497,0.0,3.42717057718,0.0,5.46782495156,1.685e-24,0.0,0.034286292987,1.338e-27,0.0,1.338e-27,7.85114699394e-08,3.46241908256e-07,1.11256447273e-06,2.51688501788e-07,2.20728237018e-06,1.51465127484e-06,1.13588927681e-06,1.12760282739e-06,2.18724695604e-06,0.789229704366,0.745365639901
7,18510.0,18510.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,350.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.278,1.902,4.083,0.487,2.738,4.826,0.0,0.838190240387,0.287333199542,0.434833738923,0.059913845621,0.149019139568,0.00852416156687,-0.493809569831,0.336104593607,0.499027284338,0.175810507889,0.602640510065,0.0103422540228,0.231105184092,-0.328307366568,-0.508506633816,0.213308595597,0.731175868813,18510.0,18510.0,0.0609506712652,0.331573671682,0.941458398401,0.629581621986,0.731718449691,0.261180189982,0.590319773471,0.806570757207,0.031083414662,2.91037088072e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.08,0.21,0.308,0.0,0.0,0.0,0.08,0.21,0.308,0.106,0.252,0.335,0.0,0.0,0.0,0.106,0.252,0.335,18510.0,0.01,0.001,0.0,1.54577861817e-11,1.77452929739e-11,5.11844080181e-11,3.61899315688e-32,0.0,0.61225,0.0,2.48150805399e-30,0.0,4.89457753689,0.0,4.08685982906,0.0,2.0344352032,8.27e-23,0.0,0.034286292987,6.405e-26,0.0,6.405e-26,1.88419434265e-07,1.02500796691e-06,2.91037088072e-06,1.64644321023e-06,1.91354517226e-06,6.83022399997e-07,1.37018649748e-06,1.87212492356e-06,7.21474647799e-08,0.888212458612,0.856259292675
8,65772.0,65772.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,350.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.534,1.949,3.851,0.603,2.575,4.802,0.0,0.816122161975,0.404861992974,0.385313139977,0.112743383922,0.0940962109826,0.00584572832272,-0.503622123567,0.411228224627,0.385845365623,0.470554285975,0.45488894157,0.00662457968843,0.283251329728,-0.437265331935,-0.422414821461,0.533248244373,0.515495739189,65772.0,65772.0,0.064330438486,0.344772783089,0.936479216387,0.358850496248,0.827599251282,0.431631556562,0.66877732022,0.579085441095,0.466258456086,2.46338717731e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.111,0.213,0.299,0.0,0.0,0.0,0.111,0.213,0.299,0.118,0.244,0.334,0.0,0.0,0.0,0.118,0.244,0.334,65772.0,0.01,0.001,0.0,4.50252914547e-12,9.56246748983e-12,5.16572259336e-11,1.19704734816e-32,0.0,0.57449,0.0,1.66603495351e-30,0.0,5.14932264825,0.0,0.752451563028,0.0,4.41063997123,4.336e-23,0.0,0.034286292987,3.286e-26,0.0,3.286e-26,1.69219748291e-07,9.06916926808e-07,2.46338717731e-06,9.94997518352e-07,2.29471384274e-06,1.19680014968e-06,9.65902925514e-07,8.36362575053e-07,6.73408611751e-07,0.879675960825,0.844710055923
9,80913.0,80913.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,350.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.418,2.32,4.965,0.673,3.132,5.777,0.0,0.818220670771,0.198908387936,0.520227527684,0.0097441113951,-0.142192682178,0.0123822323167,-0.34510662825,0.248006363405,0.625038621567,0.0595895822964,0.65193308123,0.0140414447974,0.459419054037,-0.165127928132,-0.458640496751,0.0675745543218,0.739291763998,80913.0,80913.0,0.0648366430744,0.353452829495,0.933202714868,0.539785302671,0.77625355763,0.32567198419,0.839033241475,0.523416439765,0.148520874908,1.01077879149e-05,2.2,2.0,2.4,2.3,3.2,3.3,0.098,0.232,0.339,0.0,0.0,0.0,0.098,0.232,0.339,0.125,0.27,0.366,0.0,0.0,0.0,0.125,0.27,0.366,80913.0,0.01,0.001,0.0,4.84390532129e-10,4.84466625602e-10,4.87089154881e-10,9.58143391016e-30,0.0,0.75645,0.0,3.30020056352e-28,0.0,5.77989062426,0.0,1.15494755379,0.0,0.513944252899,1.243e-20,0.0,0.034286292987,9.479e-24,0.0,9.479e-24,7.01798469071e-07,3.82580964816e-06,1.010108182e-05,6.01374353942e-06,8.64823438884e-06,3.6283088502e-06,1.01077879149e-05,6.30556943727e-06,1.78922291787e-06,0.941804750417,0.919557748304
