Unnamed: 0,Unnamed: 0.1,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Unnamed: 0.1,Unnamed: 0.1.1,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb550
0,249.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.81,0.688,0.039,5.112,0.786,0.055,0.0,0.838494586744,0.348638813593,0.395153452589,0.0306922491,-0.135238827299,0.0789893886808,-0.333481434535,0.435555496138,0.41863182847,0.589622034749,0.412232297874,0.0747223169699,0.417006250125,-0.359052753372,-0.477937913159,0.557770167725,0.389963170261,249.0,249.0,0.711010376873,0.0721385317209,0.699471426308,0.419546601295,0.618211934918,0.664676351969,0.409295264415,0.84781938647,0.337164165434,3.04450359782e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.105,0.04,0.009,0.0,0.0,0.0,0.105,0.04,0.009,0.108,0.042,0.011,0.0,0.0,0.0,0.108,0.042,0.011,249.0,0.01,0.001,3.81950595089e-11,3.91530382458e-11,6.18616014674e-11,6.70620250649e-32,0.0,0.83995,0.0,1.77154888582e-31,0.0,1.08600902276,0.0,2.60921267673,0.0,1.04047147843,2.798e-23,0.0,0.0033878632056,2.267e-26,0.0,2.267e-26,2.33634259133e-06,2.37043409798e-07,2.29842620847e-06,1.5207119617e-06,2.24080538704e-06,2.40922289915e-06,1.4697716577e-06,3.04450359782e-06,1.21075022711e-06,0.927552622061
1,569.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.133,1.554,0.271,4.367,1.685,0.296,0.0,0.784973195753,0.238800875834,0.550666704447,-0.14482105666,-0.0508356745903,-0.0127571304953,-0.298580095014,0.222620299056,0.537872441796,0.672561711164,0.345660767174,-0.0107311885104,0.542576359626,-0.225736529485,-0.499916773448,0.565753129987,0.290766865993,569.0,569.0,0.685555625755,0.303944740466,0.661536906558,0.0979571431153,0.837236854534,0.537995211431,0.692837034201,0.327914561317,0.64222183435,3.0695275209e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.097,0.06,0.025,0.0,0.0,0.0,0.097,0.06,0.025,0.1,0.062,0.026,0.0,0.0,0.0,0.1,0.062,0.026,569.0,0.01,0.001,2.28673438281e-11,2.45339130512e-11,5.4979866336e-11,4.03695025277e-31,0.0,0.7193,0.0,9.99404547527e-32,0.0,3.01664806046,0.0,3.01094142883,0.0,4.45270175961,7.637e-24,0.0,0.0033878632056,6.889e-27,0.0,6.889e-27,1.62848650561e-06,7.21998171563e-07,1.57143182088e-06,3.59136300598e-07,3.0695275209e-06,1.97243002223e-06,1.95038674574e-06,9.23103388758e-07,1.80790126929e-06,0.899781456406
2,1688.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.2,1.343,0.174,4.475,1.458,0.183,0.0,0.836303786941,0.515728827119,0.122407555277,0.109566284132,-0.0873577278767,0.08713530609,-0.36856464326,0.522148503343,0.0671698794982,0.625853634113,0.433271183652,0.0724840139477,0.389755802833,-0.634623462141,-0.197844323483,0.520620005597,0.360419167938,1688.0,1688.0,0.696858790781,0.252755163446,0.671194944157,0.570311718564,0.369000038853,0.733882493997,0.43116457324,0.895060505366,0.113858695391,8.51825955882e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.098,0.055,0.02,0.0,0.0,0.0,0.098,0.055,0.02,0.101,0.058,0.021,0.0,0.0,0.0,0.101,0.058,0.021,1688.0,0.01,0.001,3.00375092289e-10,3.0049902668e-10,3.04260336802e-10,4.82986237031e-29,0.0,0.73116,0.0,2.89379627245e-29,0.0,2.85219741077,0.0,2.79202333126,0.0,5.60416741803,1.258e-21,0.0,0.0033878632056,1.019e-24,0.0,1.019e-24,5.93055286799e-06,2.1510496521e-06,5.71214305353e-06,5.01426509492e-06,3.24430299188e-06,6.45240357798e-06,4.10337817992e-06,8.51825955882e-06,1.08358922615e-06,0.899169872339
3,1704.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.337,0.763,0.044,4.578,0.844,0.057,0.0,0.811526145896,0.559772166703,0.0709999391542,-0.0135267594821,0.151183568319,-0.0346399576992,-0.484677202775,0.516988108735,0.0898515754352,0.216368301382,0.664622321636,-0.0346358595157,0.322666630136,-0.634901281686,-0.0562537319319,0.216342703284,0.664543691509,1704.0,1704.0,0.687666883512,0.0530346812704,0.724086721259,0.247914597685,0.765408049793,0.59387613992,0.261918268201,0.598641872141,0.756985290281,2.14486878809e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.1,0.042,0.01,0.0,0.0,0.0,0.1,0.042,0.01,0.102,0.044,0.011,0.0,0.0,0.0,0.102,0.044,0.011,1704.0,0.01,0.001,2.97679706364e-12,9.23664721072e-12,4.81523506097e-11,9.29914632542e-33,0.0,0.75568,0.0,4.47387382193e-32,0.0,6.10714749293,0.0,3.35387237045,0.0,5.421181878,3.711e-25,0.0,0.0033878632056,3.139e-28,0.0,3.139e-28,7.66869443861e-07,5.91429913326e-08,8.07483964335e-07,6.94720003052e-07,2.14486878809e-06,1.66419257918e-06,7.10009385681e-07,1.62280145941e-06,2.05203960997e-06,0.900874605228
4,2012.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.647,1.596,0.197,4.888,1.685,0.232,0.0,0.836324715321,0.301135866058,0.433229847154,-0.109769606197,-0.100701011943,0.00705620840755,-0.261111511322,0.358533557226,0.508005835707,0.579986438664,0.456914082486,0.00628611699685,0.481967264297,-0.327091244352,-0.477518760686,0.516688623614,0.40704798018,2012.0,2012.0,0.70570184359,0.301009422784,0.641387741813,0.67813780547,0.543178213527,0.495062162907,0.200945982098,0.781932066347,0.590087244309,5.31525550845e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.103,0.06,0.021,0.0,0.0,0.0,0.103,0.06,0.021,0.106,0.062,0.023,0.0,0.0,0.0,0.106,0.062,0.023,2012.0,0.01,0.001,1.46513741538e-10,1.46758419991e-10,1.54471795866e-10,1.05821968356e-29,0.0,0.81089,0.0,1.40356633273e-29,0.0,6.06286468923,0.0,0.131821516029,0.0,3.11735338706,2.991e-22,0.0,0.0033878632056,2.479e-25,0.0,2.479e-25,4.19337692233e-06,1.78863918009e-06,3.81121372888e-06,4.15770685177e-06,3.33026084358e-06,3.03525821768e-06,1.36594889021e-06,5.31525550845e-06,4.01117259512e-06,0.926437661053
5,2589.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.619,1.327,0.193,4.865,1.453,0.225,0.0,0.803060496349,0.563886903669,0.121250292123,0.0965450971939,-0.114467506049,0.0712470859498,-0.425350677857,0.647493207742,0.0868869877164,0.296065116996,0.547310969543,0.087975205315,0.401689999929,-0.462203409236,-0.164015646553,0.365578312532,0.675814235415,2589.0,2589.0,0.70198832511,0.253213791367,0.665653939574,0.52079670393,0.493590342006,0.696519466673,0.418772527316,0.811590550037,0.407370039959,3.80023952094e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.103,0.055,0.021,0.0,0.0,0.0,0.103,0.055,0.021,0.106,0.058,0.023,0.0,0.0,0.0,0.106,0.058,0.023,2589.0,0.01,0.001,6.09459784591e-11,6.15905658459e-11,7.89565550359e-11,1.9743116473e-30,0.0,0.80598,0.0,1.27624017732e-30,0.0,6.25851804062,0.0,0.334481416129,0.0,5.76456042752,5.498e-23,0.0,0.0033878632056,4.711e-26,0.0,4.711e-26,2.73145523714e-06,9.85261594539e-07,2.59007717698e-06,2.13119065586e-06,2.01985749289e-06,2.85027875137e-06,1.96088521302e-06,3.80023952094e-06,1.90749353283e-06,0.923132795898
6,2716.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.858,1.016,0.096,5.14,1.121,0.112,0.0,0.821710195436,0.545184971781,0.0605827359181,0.0914120626451,0.124656600993,0.0249039546431,-0.435693333133,0.437038398273,0.0318379251974,0.296384810209,0.727798695889,0.0189768593804,0.366037356059,-0.706232858561,-0.0912250683445,0.225845772145,0.554583948898,2716.0,2716.0,0.71472219427,0.173605825764,0.677519890688,0.518625146256,0.570778686282,0.636584361226,0.46543641702,0.804413048489,0.369172844522,7.96460575009e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.106,0.048,0.015,0.0,0.0,0.0,0.106,0.048,0.015,0.109,0.051,0.016,0.0,0.0,0.0,0.109,0.051,0.016,2716.0,0.01,0.001,3.25863322603e-10,3.259739186e-10,3.29610507901e-10,2.90022215945e-29,0.0,0.84855,0.0,1.59275750846e-29,0.0,2.98899763857,0.0,2.49431204332,0.0,2.49178272501,1.49e-21,0.0,0.0033878632056,1.203e-24,0.0,1.203e-24,6.34373434742e-06,1.54089134021e-06,6.01353398016e-06,4.74501001842e-06,5.22217367258e-06,5.82424356666e-06,4.60835085937e-06,7.96460575009e-06,3.65523180632e-06,0.929579896521
7,3116.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.204,1.1,0.099,4.427,1.171,0.117,0.0,0.808096251125,0.131397860276,0.552259819146,0.145162801235,-0.0604309897961,0.091268735377,-0.414712656659,0.187185490604,0.509737851442,0.439640805814,0.575784948681,0.0845570495337,0.399392018751,-0.0847751753701,-0.612932116166,0.407310666032,0.533443092263,3116.0,3116.0,0.686486900957,0.195431397457,0.70038725267,0.699845702221,0.398552195341,0.592766514466,0.18282395007,0.898411264035,0.399290125017,8.32502308544e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.098,0.05,0.015,0.0,0.0,0.0,0.098,0.05,0.015,0.101,0.052,0.016,0.0,0.0,0.0,0.101,0.052,0.016,3116.0,0.01,0.001,2.85736917186e-10,2.85877704131e-10,2.90189142473e-10,1.56959828448e-29,0.0,0.73197,0.0,2.81673527979e-29,0.0,1.12897093502,0.0,2.44827331873,0.0,4.05467281699,1.151e-21,0.0,0.0033878632056,9.937e-25,0.0,9.937e-25,5.71251281906e-06,1.62625734251e-06,5.82818281544e-06,6.00461399339e-06,3.41954245292e-06,5.08588406884e-06,1.69411678797e-06,8.32502308544e-06,3.69997532491e-06,0.894797552537
8,3300.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.193,1.043,0.128,4.454,1.171,0.149,0.0,0.829244900912,0.523798698785,0.135413772699,-0.13913338804,-0.0171122166284,-0.059357418895,-0.350720824678,0.621805155247,0.200750046326,0.378232796852,0.550880494439,-0.0649003881892,0.42616010358,-0.521589067877,-0.0911078777803,0.413553281099,0.602323325382,3300.0,3300.0,0.67593673984,0.208690715905,0.706793964908,0.209114000559,0.885908717812,0.414049608713,0.676614425935,0.396770504816,0.620295159682,4.02082176446e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.098,0.049,0.017,0.0,0.0,0.0,0.098,0.049,0.017,0.101,0.052,0.018,0.0,0.0,0.0,0.101,0.052,0.018,3300.0,0.01,0.001,7.11088772727e-11,7.16570450294e-11,8.64527822854e-11,1.58904900528e-30,0.0,0.72993,0.0,1.0923788292e-30,0.0,5.83057376825,0.0,3.52011430643,0.0,5.30728664197,7.477e-23,0.0,0.0033878632056,6.317e-26,0.0,6.317e-26,2.8393931882e-06,8.76642683046e-07,2.96901448189e-06,9.49093408603e-07,4.02082176446e-06,1.87922259349e-06,3.21704503133e-06,1.88649329983e-06,2.94926827588e-06,0.894061175721
9,4467.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.924,0.91,0.064,5.25,1.025,0.076,0.0,0.821097776375,0.534840063265,0.119937576964,-0.0148105409469,0.158556532085,-0.0431978875847,-0.459976293932,0.479177831565,0.137008238782,0.259289150516,0.686252312343,-0.0389024909077,0.332927603784,-0.660612920221,-0.121527783811,0.233506645449,0.618014579739,4467.0,4467.0,0.713927305345,0.129969663677,0.688052097741,0.296204315034,0.838878633891,0.456667977152,0.230757046392,0.6408000627,0.732206572754,2.21362409758e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.106,0.046,0.012,0.0,0.0,0.0,0.106,0.046,0.012,0.11,0.048,0.013,0.0,0.0,0.0,0.11,0.048,0.013,4467.0,0.01,0.001,8.33875771655e-12,1.22134621761e-11,4.94243120223e-11,3.45477986998e-32,0.0,0.86042,0.0,8.1470658585e-32,0.0,6.1887209003,0.0,3.48145715467,0.0,5.56303309243,2.328e-24,0.0,0.0033878632056,1.807e-27,0.0,1.807e-27,1.25986184902e-06,2.29356433871e-07,1.21420007554e-06,7.71931774615e-07,2.18618379166e-06,1.19011271653e-06,6.97630119129e-07,1.93728179083e-06,2.21362409758e-06,0.933278886218
